subject_id,recording_id,source_index,task,model,feature,condition,score_type,accuracy_percent,source_file,source_key
sub-008,recording-03,23,number,glfnet,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-009,recording-01,24,number,glfnet,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-009,recording-02,25,number,glfnet,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-009,recording-03,26,number,glfnet,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-010,recording-01,27,number,glfnet,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-010,recording-02,28,number,glfnet,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-010,recording-03,29,number,glfnet,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-011,recording-01,30,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-011,recording-02,31,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-011,recording-03,32,number,glfnet,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-012,recording-01,33,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-012,recording-02,34,number,glfnet,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-012,recording-03,35,number,glfnet,raw,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-013,recording-01,36,number,glfnet,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-013,recording-02,37,number,glfnet,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-013,recording-03,38,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-014,recording-01,39,number,glfnet,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-014,recording-02,40,number,glfnet,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-014,recording-03,41,number,glfnet,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-015,recording-01,42,number,glfnet,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-015,recording-02,43,number,glfnet,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-015,recording-03,44,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-016,recording-01,45,number,glfnet,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-016,recording-02,46,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-016,recording-03,47,number,glfnet,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-017,recording-01,48,number,glfnet,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-017,recording-02,49,number,glfnet,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-017,recording-03,50,number,glfnet,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-018,recording-01,51,number,glfnet,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-018,recording-02,52,number,glfnet,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-018,recording-03,53,number,glfnet,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-019,recording-01,54,number,glfnet,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-019,recording-02,55,number,glfnet,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-019,recording-03,56,number,glfnet,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-020,recording-01,57,number,glfnet,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-020,recording-02,58,number,glfnet,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-020,recording-03,59,number,glfnet,raw,watch,best_validation,56.0,benchmark/benchmark_results.json,watch/number/glfnet/raw
sub-001,recording-01,0,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-001,recording-02,1,number,svm,raw,watch,validation,40.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-001,recording-03,2,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-002,recording-01,3,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-002,recording-02,4,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-002,recording-03,5,number,svm,raw,watch,validation,40.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-003,recording-01,6,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-003,recording-02,7,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-003,recording-03,8,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-004,recording-01,9,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-004,recording-02,10,number,svm,raw,watch,validation,28.000000000000004,benchmark/benchmark_results.json,watch/number/svm/raw
sub-004,recording-03,11,number,svm,raw,watch,validation,40.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-005,recording-01,12,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-005,recording-02,13,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-005,recording-03,14,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-006,recording-01,15,number,svm,raw,watch,validation,44.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-006,recording-02,16,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-006,recording-03,17,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-007,recording-01,18,number,svm,raw,watch,validation,32.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-007,recording-02,19,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-007,recording-03,20,number,svm,raw,watch,validation,50.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-008,recording-01,21,number,svm,raw,watch,validation,46.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-008,recording-02,22,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-008,recording-03,23,number,svm,raw,watch,validation,22.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-009,recording-01,24,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-009,recording-02,25,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-009,recording-03,26,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-010,recording-01,27,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-010,recording-02,28,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-010,recording-03,29,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-011,recording-01,30,number,svm,raw,watch,validation,26.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-011,recording-02,31,number,svm,raw,watch,validation,44.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-011,recording-03,32,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-012,recording-01,33,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-012,recording-02,34,number,svm,raw,watch,validation,44.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-012,recording-03,35,number,svm,raw,watch,validation,40.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-013,recording-01,36,number,svm,raw,watch,validation,36.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-013,recording-02,37,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-013,recording-03,38,number,svm,raw,watch,validation,44.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-014,recording-01,39,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-014,recording-02,40,number,svm,raw,watch,validation,32.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-014,recording-03,41,number,svm,raw,watch,validation,46.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-015,recording-01,42,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-015,recording-02,43,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-015,recording-03,44,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-016,recording-01,45,number,svm,raw,watch,validation,32.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-016,recording-02,46,number,svm,raw,watch,validation,46.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-016,recording-03,47,number,svm,raw,watch,validation,40.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-017,recording-01,48,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-017,recording-02,49,number,svm,raw,watch,validation,28.000000000000004,benchmark/benchmark_results.json,watch/number/svm/raw
sub-017,recording-03,50,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-018,recording-01,51,number,svm,raw,watch,validation,42.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-018,recording-02,52,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-018,recording-03,53,number,svm,raw,watch,validation,28.000000000000004,benchmark/benchmark_results.json,watch/number/svm/raw
sub-019,recording-01,54,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-019,recording-02,55,number,svm,raw,watch,validation,34.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-019,recording-03,56,number,svm,raw,watch,validation,28.000000000000004,benchmark/benchmark_results.json,watch/number/svm/raw
sub-020,recording-01,57,number,svm,raw,watch,validation,30.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-020,recording-02,58,number,svm,raw,watch,validation,32.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-020,recording-03,59,number,svm,raw,watch,validation,38.0,benchmark/benchmark_results.json,watch/number/svm/raw
sub-001,recording-01,0,number,GCN_LSTM,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-001,recording-02,1,number,GCN_LSTM,raw,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-001,recording-03,2,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-002,recording-01,3,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-002,recording-02,4,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-002,recording-03,5,number,GCN_LSTM,raw,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-003,recording-01,6,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-003,recording-02,7,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-003,recording-03,8,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-004,recording-01,9,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-004,recording-02,10,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-004,recording-03,11,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-005,recording-01,12,number,GCN_LSTM,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-005,recording-02,13,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-005,recording-03,14,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-006,recording-01,15,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-006,recording-02,16,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-006,recording-03,17,number,GCN_LSTM,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-007,recording-01,18,number,GCN_LSTM,raw,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-007,recording-02,19,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-007,recording-03,20,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-008,recording-01,21,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-008,recording-02,22,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-008,recording-03,23,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-009,recording-01,24,number,GCN_LSTM,raw,watch,best_validation,36.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-009,recording-02,25,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-009,recording-03,26,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-010,recording-01,27,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-010,recording-02,28,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-010,recording-03,29,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-011,recording-01,30,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-011,recording-02,31,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-011,recording-03,32,number,GCN_LSTM,raw,watch,best_validation,56.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-012,recording-01,33,number,GCN_LSTM,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-012,recording-02,34,number,GCN_LSTM,raw,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-012,recording-03,35,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-013,recording-01,36,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-013,recording-02,37,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-013,recording-03,38,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-014,recording-01,39,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-014,recording-02,40,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-014,recording-03,41,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-015,recording-01,42,number,GCN_LSTM,raw,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-015,recording-02,43,number,GCN_LSTM,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-015,recording-03,44,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-016,recording-01,45,number,GCN_LSTM,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-016,recording-02,46,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-016,recording-03,47,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-017,recording-01,48,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-017,recording-02,49,number,GCN_LSTM,raw,watch,best_validation,60.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-017,recording-03,50,number,GCN_LSTM,raw,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-018,recording-01,51,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-018,recording-02,52,number,GCN_LSTM,raw,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-018,recording-03,53,number,GCN_LSTM,raw,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-019,recording-01,54,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-019,recording-02,55,number,GCN_LSTM,raw,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-019,recording-03,56,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-020,recording-01,57,number,GCN_LSTM,raw,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-020,recording-02,58,number,GCN_LSTM,raw,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-020,recording-03,59,number,GCN_LSTM,raw,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/GCN_LSTM/raw
sub-001,recording-01,0,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-001,recording-02,1,number,mlpnet,psd,watch,best_validation,60.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-001,recording-03,2,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-002,recording-01,3,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-002,recording-02,4,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-002,recording-03,5,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-003,recording-01,6,number,mlpnet,psd,watch,best_validation,56.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-003,recording-02,7,number,mlpnet,psd,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-003,recording-03,8,number,mlpnet,psd,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-004,recording-01,9,number,mlpnet,psd,watch,best_validation,56.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-004,recording-02,10,number,mlpnet,psd,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-004,recording-03,11,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-005,recording-01,12,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-005,recording-02,13,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-005,recording-03,14,number,mlpnet,psd,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-006,recording-01,15,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-006,recording-02,16,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-006,recording-03,17,number,mlpnet,psd,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-007,recording-01,18,number,mlpnet,psd,watch,best_validation,36.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-007,recording-02,19,number,mlpnet,psd,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-007,recording-03,20,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-008,recording-01,21,number,mlpnet,psd,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-008,recording-02,22,number,mlpnet,psd,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-008,recording-03,23,number,mlpnet,psd,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-009,recording-01,24,number,mlpnet,psd,watch,best_validation,36.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-009,recording-02,25,number,mlpnet,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-009,recording-03,26,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-010,recording-01,27,number,mlpnet,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-010,recording-02,28,number,mlpnet,psd,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-010,recording-03,29,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-011,recording-01,30,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-011,recording-02,31,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-011,recording-03,32,number,mlpnet,psd,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-012,recording-01,33,number,mlpnet,psd,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-012,recording-02,34,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-012,recording-03,35,number,mlpnet,psd,watch,best_validation,36.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-013,recording-01,36,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-013,recording-02,37,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-013,recording-03,38,number,mlpnet,psd,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-014,recording-01,39,number,mlpnet,psd,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-014,recording-02,40,number,mlpnet,psd,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-014,recording-03,41,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-015,recording-01,42,number,mlpnet,psd,watch,best_validation,38.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-015,recording-02,43,number,mlpnet,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-015,recording-03,44,number,mlpnet,psd,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-016,recording-01,45,number,mlpnet,psd,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-016,recording-02,46,number,mlpnet,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-016,recording-03,47,number,mlpnet,psd,watch,best_validation,54.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-017,recording-01,48,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-017,recording-02,49,number,mlpnet,psd,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-017,recording-03,50,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-018,recording-01,51,number,mlpnet,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-018,recording-02,52,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-018,recording-03,53,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-019,recording-01,54,number,mlpnet,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-019,recording-02,55,number,mlpnet,psd,watch,best_validation,40.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-019,recording-03,56,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-020,recording-01,57,number,mlpnet,psd,watch,best_validation,48.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-020,recording-02,58,number,mlpnet,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-020,recording-03,59,number,mlpnet,psd,watch,best_validation,42.0,benchmark/benchmark_results.json,watch/number/mlpnet/psd
sub-001,recording-01,0,number,glfnet_mlp,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
sub-001,recording-02,1,number,glfnet_mlp,psd,watch,best_validation,58.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
sub-001,recording-03,2,number,glfnet_mlp,psd,watch,best_validation,46.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
sub-002,recording-01,3,number,glfnet_mlp,psd,watch,best_validation,52.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
sub-002,recording-02,4,number,glfnet_mlp,psd,watch,best_validation,50.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
sub-002,recording-03,5,number,glfnet_mlp,psd,watch,best_validation,44.0,benchmark/benchmark_results.json,watch/number/glfnet_mlp/psd
