subject_id,recording_id,source_index,task,model,feature,condition,score_type,accuracy_percent,source_file,source_key
sub-020,recording-03,59,20-c,shallownet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/shallownet/raw
sub-001,recording-01,0,20-c,deepnet,raw,watch,best_validation,12.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-001,recording-02,1,20-c,deepnet,raw,watch,best_validation,14.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-001,recording-03,2,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-002,recording-01,3,20-c,deepnet,raw,watch,best_validation,16.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-002,recording-02,4,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-002,recording-03,5,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-003,recording-01,6,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-003,recording-02,7,20-c,deepnet,raw,watch,best_validation,14.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-003,recording-03,8,20-c,deepnet,raw,watch,best_validation,16.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-004,recording-01,9,20-c,deepnet,raw,watch,best_validation,12.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-004,recording-02,10,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-004,recording-03,11,20-c,deepnet,raw,watch,best_validation,10.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-005,recording-01,12,20-c,deepnet,raw,watch,best_validation,8.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
sub-005,recording-02,13,20-c,deepnet,raw,watch,best_validation,8.0,benchmark/benchmark_results.json,watch/20-c/deepnet/raw
