task,model,feature,condition,subject_id,sessions,accuracy_percent
4-c,tsconv,raw,watch,sub-004,3,36.0
4-c,tsconv,raw,watch,sub-005,3,36.666666666666664
4-c,tsconv,raw,watch,sub-006,3,34.0
4-c,tsconv,raw,watch,sub-007,3,34.666666666666664
4-c,tsconv,raw,watch,sub-008,3,41.333333333333336
4-c,tsconv,raw,watch,sub-009,3,39.333333333333336
4-c,tsconv,raw,watch,sub-010,3,36.0
4-c,tsconv,raw,watch,sub-011,3,38.0
4-c,tsconv,raw,watch,sub-012,3,37.333333333333336
4-c,tsconv,raw,watch,sub-013,3,36.0
4-c,tsconv,raw,watch,sub-014,3,40.666666666666664
4-c,tsconv,raw,watch,sub-015,3,34.666666666666664
4-c,tsconv,raw,watch,sub-016,3,33.333333333333336
4-c,tsconv,raw,watch,sub-017,3,33.333333333333336
4-c,tsconv,raw,watch,sub-018,3,32.666666666666664
4-c,tsconv,raw,watch,sub-019,3,40.0
4-c,tsconv,raw,watch,sub-020,3,38.0
color,GCN_LSTM,raw,recall,sub-001,3,27.333333333333332
color,GCN_LSTM,raw,recall,sub-002,3,32.666666666666664
color,GCN_LSTM,raw,recall,sub-003,3,26.0
color,GCN_LSTM,raw,recall,sub-004,3,29.333333333333332
color,GCN_LSTM,raw,recall,sub-005,3,30.666666666666668
color,GCN_LSTM,raw,recall,sub-006,3,34.0
color,GCN_LSTM,raw,recall,sub-007,3,32.0
color,GCN_LSTM,raw,recall,sub-008,3,27.333333333333332
color,GCN_LSTM,raw,recall,sub-009,3,29.333333333333332
color,GCN_LSTM,raw,recall,sub-010,3,30.0
color,GCN_LSTM,raw,recall,sub-011,3,32.666666666666664
color,GCN_LSTM,raw,recall,sub-012,3,32.666666666666664
color,GCN_LSTM,raw,recall,sub-013,3,28.666666666666668
color,GCN_LSTM,raw,recall,sub-014,3,32.666666666666664
color,GCN_LSTM,raw,recall,sub-015,3,31.333333333333332
color,GCN_LSTM,raw,recall,sub-016,3,30.0
color,GCN_LSTM,raw,recall,sub-017,3,29.333333333333332
color,GCN_LSTM,raw,recall,sub-018,3,30.666666666666668
color,GCN_LSTM,raw,recall,sub-019,3,26.0
color,GCN_LSTM,raw,recall,sub-020,3,28.666666666666668
color,GCN_LSTM,raw,watch,sub-001,3,28.0
color,GCN_LSTM,raw,watch,sub-002,3,28.0
color,GCN_LSTM,raw,watch,sub-003,3,24.0
color,GCN_LSTM,raw,watch,sub-004,3,32.666666666666664
color,GCN_LSTM,raw,watch,sub-005,3,28.0
color,GCN_LSTM,raw,watch,sub-006,3,30.0
color,GCN_LSTM,raw,watch,sub-007,3,30.666666666666668
color,GCN_LSTM,raw,watch,sub-008,3,30.666666666666668
color,GCN_LSTM,raw,watch,sub-009,3,31.333333333333332
color,GCN_LSTM,raw,watch,sub-010,3,30.666666666666668
color,GCN_LSTM,raw,watch,sub-011,3,33.333333333333336
color,GCN_LSTM,raw,watch,sub-012,3,33.333333333333336
color,GCN_LSTM,raw,watch,sub-013,3,28.666666666666668
color,GCN_LSTM,raw,watch,sub-014,3,36.666666666666664
color,GCN_LSTM,raw,watch,sub-015,3,30.666666666666668
color,GCN_LSTM,raw,watch,sub-016,3,26.666666666666668
color,GCN_LSTM,raw,watch,sub-017,3,34.0
color,GCN_LSTM,raw,watch,sub-018,3,30.0
color,GCN_LSTM,raw,watch,sub-019,3,35.333333333333336
color,GCN_LSTM,raw,watch,sub-020,3,32.666666666666664
color,conformer,raw,recall,sub-001,3,29.333333333333332
color,conformer,raw,recall,sub-002,3,28.0
color,conformer,raw,recall,sub-003,3,30.666666666666668
color,conformer,raw,recall,sub-004,3,28.666666666666668
color,conformer,raw,recall,sub-005,3,30.666666666666668
color,conformer,raw,recall,sub-006,3,30.0
color,conformer,raw,recall,sub-007,3,28.0
color,conformer,raw,recall,sub-008,3,32.0
color,conformer,raw,recall,sub-009,3,27.333333333333332
color,conformer,raw,recall,sub-010,3,30.0
color,conformer,raw,recall,sub-011,3,32.666666666666664
color,conformer,raw,recall,sub-012,3,28.0
color,conformer,raw,recall,sub-013,3,27.333333333333332
color,conformer,raw,recall,sub-014,3,26.666666666666668
color,conformer,raw,recall,sub-015,3,30.666666666666668
color,conformer,raw,recall,sub-016,3,24.666666666666668
color,conformer,raw,recall,sub-017,3,32.666666666666664
color,conformer,raw,recall,sub-018,3,31.333333333333332
color,conformer,raw,recall,sub-019,3,28.666666666666668
color,conformer,raw,recall,sub-020,3,28.666666666666668
color,conformer,raw,watch,sub-001,3,36.666666666666664
color,conformer,raw,watch,sub-002,3,30.0
color,conformer,raw,watch,sub-003,3,34.666666666666664
color,conformer,raw,watch,sub-004,3,32.0
color,conformer,raw,watch,sub-005,3,29.333333333333332
color,conformer,raw,watch,sub-006,3,29.333333333333332
color,conformer,raw,watch,sub-007,3,30.0
color,conformer,raw,watch,sub-008,3,27.333333333333332
color,conformer,raw,watch,sub-009,3,28.666666666666668
color,conformer,raw,watch,sub-010,3,24.666666666666668
color,conformer,raw,watch,sub-011,3,28.0
color,conformer,raw,watch,sub-012,3,24.0
color,conformer,raw,watch,sub-013,3,27.333333333333332
color,conformer,raw,watch,sub-014,3,32.0
color,conformer,raw,watch,sub-015,3,25.333333333333332
color,conformer,raw,watch,sub-016,3,30.0
color,conformer,raw,watch,sub-017,3,34.666666666666664
color,conformer,raw,watch,sub-018,3,26.666666666666668
color,conformer,raw,watch,sub-019,3,32.666666666666664
color,conformer,raw,watch,sub-020,3,28.666666666666668
color,deepnet,raw,recall,sub-001,3,29.333333333333332
color,deepnet,raw,recall,sub-002,3,30.666666666666668
color,deepnet,raw,recall,sub-003,3,25.333333333333332
color,deepnet,raw,recall,sub-004,3,26.0
color,deepnet,raw,recall,sub-005,3,30.0
color,deepnet,raw,recall,sub-006,3,32.0
color,deepnet,raw,recall,sub-007,3,29.333333333333332
color,deepnet,raw,recall,sub-008,3,27.333333333333332
color,deepnet,raw,recall,sub-009,3,32.666666666666664
color,deepnet,raw,recall,sub-010,3,27.333333333333332
color,deepnet,raw,recall,sub-011,3,30.0
color,deepnet,raw,recall,sub-012,3,32.0
color,deepnet,raw,recall,sub-013,3,28.0
color,deepnet,raw,recall,sub-014,3,25.333333333333332
color,deepnet,raw,recall,sub-015,3,33.333333333333336
color,deepnet,raw,recall,sub-016,3,28.0
color,deepnet,raw,recall,sub-017,3,31.333333333333332
color,deepnet,raw,recall,sub-018,3,27.333333333333332
color,deepnet,raw,recall,sub-019,3,24.0
color,deepnet,raw,recall,sub-020,3,30.0
color,deepnet,raw,watch,sub-001,3,28.0
color,deepnet,raw,watch,sub-002,3,30.666666666666668
color,deepnet,raw,watch,sub-003,3,25.333333333333332
color,deepnet,raw,watch,sub-004,3,32.0
color,deepnet,raw,watch,sub-005,3,30.666666666666668
color,deepnet,raw,watch,sub-006,3,31.333333333333332
color,deepnet,raw,watch,sub-007,3,29.333333333333332
color,deepnet,raw,watch,sub-008,3,30.0
color,deepnet,raw,watch,sub-009,3,30.666666666666668
color,deepnet,raw,watch,sub-010,3,28.0
color,deepnet,raw,watch,sub-011,3,32.0
color,deepnet,raw,watch,sub-012,3,28.0
color,deepnet,raw,watch,sub-013,3,24.0
color,deepnet,raw,watch,sub-014,3,33.333333333333336
color,deepnet,raw,watch,sub-015,3,33.333333333333336
color,deepnet,raw,watch,sub-016,3,28.0
color,deepnet,raw,watch,sub-017,3,26.0
color,deepnet,raw,watch,sub-018,3,34.666666666666664
color,deepnet,raw,watch,sub-019,3,30.0
color,deepnet,raw,watch,sub-020,3,29.333333333333332
color,eegnet,raw,recall,sub-001,3,28.666666666666668
color,eegnet,raw,recall,sub-002,3,26.0
color,eegnet,raw,recall,sub-003,3,28.0
color,eegnet,raw,recall,sub-004,3,28.0
color,eegnet,raw,recall,sub-005,3,34.0
color,eegnet,raw,recall,sub-006,3,32.666666666666664
color,eegnet,raw,recall,sub-007,3,25.333333333333332
color,eegnet,raw,recall,sub-008,3,26.0
color,eegnet,raw,recall,sub-009,3,30.666666666666668
color,eegnet,raw,recall,sub-010,3,26.0
color,eegnet,raw,recall,sub-011,3,28.666666666666668
color,eegnet,raw,recall,sub-012,3,27.333333333333332
color,eegnet,raw,recall,sub-013,3,28.0
color,eegnet,raw,recall,sub-014,3,22.666666666666668
color,eegnet,raw,recall,sub-015,3,33.333333333333336
color,eegnet,raw,recall,sub-016,3,24.666666666666668
color,eegnet,raw,recall,sub-017,3,28.666666666666668
color,eegnet,raw,recall,sub-018,3,30.666666666666668
color,eegnet,raw,recall,sub-019,3,25.333333333333332
color,eegnet,raw,recall,sub-020,3,28.0
color,eegnet,raw,watch,sub-001,3,32.0
color,eegnet,raw,watch,sub-002,3,27.333333333333332
color,eegnet,raw,watch,sub-003,3,32.666666666666664
color,eegnet,raw,watch,sub-004,3,25.333333333333332
color,eegnet,raw,watch,sub-005,3,25.333333333333332
color,eegnet,raw,watch,sub-006,3,33.333333333333336
color,eegnet,raw,watch,sub-007,3,31.333333333333332
color,eegnet,raw,watch,sub-008,3,31.333333333333332
color,eegnet,raw,watch,sub-009,3,26.666666666666668
color,eegnet,raw,watch,sub-010,3,31.333333333333332
color,eegnet,raw,watch,sub-011,3,26.666666666666668
color,eegnet,raw,watch,sub-012,3,29.333333333333332
color,eegnet,raw,watch,sub-013,3,29.333333333333332
color,eegnet,raw,watch,sub-014,3,34.0
color,eegnet,raw,watch,sub-015,3,28.0
color,eegnet,raw,watch,sub-016,3,29.333333333333332
color,eegnet,raw,watch,sub-017,3,33.333333333333336
color,eegnet,raw,watch,sub-018,3,34.0
color,eegnet,raw,watch,sub-019,3,24.0
color,eegnet,raw,watch,sub-020,3,23.333333333333332
color,glfnet,raw,recall,sub-001,3,29.333333333333332
color,glfnet,raw,recall,sub-002,3,28.0
color,glfnet,raw,recall,sub-003,3,24.666666666666668
color,glfnet,raw,recall,sub-004,3,27.333333333333332
color,glfnet,raw,recall,sub-005,3,27.333333333333332
color,glfnet,raw,recall,sub-006,3,28.666666666666668
color,glfnet,raw,recall,sub-007,3,28.0
color,glfnet,raw,recall,sub-008,3,26.666666666666668
color,glfnet,raw,recall,sub-009,3,32.666666666666664
color,glfnet,raw,recall,sub-010,3,24.0
color,glfnet,raw,recall,sub-011,3,32.666666666666664
color,glfnet,raw,recall,sub-012,3,32.666666666666664
color,glfnet,raw,recall,sub-013,3,27.333333333333332
color,glfnet,raw,recall,sub-014,3,24.0
color,glfnet,raw,recall,sub-015,3,35.333333333333336
color,glfnet,raw,recall,sub-016,3,25.333333333333332
color,glfnet,raw,recall,sub-017,3,26.666666666666668
color,glfnet,raw,recall,sub-018,3,28.666666666666668
color,glfnet,raw,recall,sub-019,3,24.666666666666668
color,glfnet,raw,recall,sub-020,3,25.333333333333332
color,glfnet,raw,watch,sub-001,3,28.666666666666668
color,glfnet,raw,watch,sub-002,3,28.666666666666668
color,glfnet,raw,watch,sub-003,3,26.0
color,glfnet,raw,watch,sub-004,3,27.333333333333332
color,glfnet,raw,watch,sub-005,3,30.666666666666668
color,glfnet,raw,watch,sub-006,3,32.666666666666664
color,glfnet,raw,watch,sub-007,3,29.333333333333332
color,glfnet,raw,watch,sub-008,3,30.666666666666668
color,glfnet,raw,watch,sub-009,3,23.333333333333332
color,glfnet,raw,watch,sub-010,3,34.0
color,glfnet,raw,watch,sub-011,3,30.0
color,glfnet,raw,watch,sub-012,3,25.333333333333332
color,glfnet,raw,watch,sub-013,3,27.333333333333332
color,glfnet,raw,watch,sub-014,3,30.0
color,glfnet,raw,watch,sub-015,3,30.0
color,glfnet,raw,watch,sub-016,3,28.666666666666668
color,glfnet,raw,watch,sub-017,3,27.333333333333332
color,glfnet,raw,watch,sub-018,3,26.666666666666668
color,glfnet,raw,watch,sub-019,3,33.333333333333336
color,glfnet,raw,watch,sub-020,3,27.333333333333332
color,glfnet_mlp,de,recall,sub-001,3,28.0
color,glfnet_mlp,de,recall,sub-002,3,32.0
color,glfnet_mlp,de,recall,sub-003,3,30.0
color,glfnet_mlp,de,recall,sub-004,3,24.666666666666668
color,glfnet_mlp,de,recall,sub-005,3,27.333333333333332
color,glfnet_mlp,de,recall,sub-006,3,26.666666666666668
color,glfnet_mlp,de,recall,sub-007,3,30.666666666666668
color,glfnet_mlp,de,recall,sub-008,3,24.666666666666668
color,glfnet_mlp,de,recall,sub-009,3,28.0
color,glfnet_mlp,de,recall,sub-010,3,28.666666666666668
color,glfnet_mlp,de,recall,sub-011,3,30.666666666666668
color,glfnet_mlp,de,recall,sub-012,3,28.666666666666668
color,glfnet_mlp,de,recall,sub-013,3,31.333333333333332
color,glfnet_mlp,de,recall,sub-014,3,33.333333333333336
color,glfnet_mlp,de,recall,sub-015,3,29.333333333333332
color,glfnet_mlp,de,recall,sub-016,3,32.666666666666664
color,glfnet_mlp,de,recall,sub-017,3,33.333333333333336
color,glfnet_mlp,de,recall,sub-018,3,27.333333333333332
color,glfnet_mlp,de,recall,sub-019,3,28.0
color,glfnet_mlp,de,recall,sub-020,3,30.0
color,glfnet_mlp,de,watch,sub-001,3,30.666666666666668
color,glfnet_mlp,de,watch,sub-002,3,26.0
color,glfnet_mlp,de,watch,sub-003,3,29.333333333333332
color,glfnet_mlp,de,watch,sub-004,3,32.0
color,glfnet_mlp,de,watch,sub-005,3,29.333333333333332
color,glfnet_mlp,de,watch,sub-006,3,30.666666666666668
color,glfnet_mlp,de,watch,sub-007,3,26.666666666666668
color,glfnet_mlp,de,watch,sub-008,3,29.333333333333332
color,glfnet_mlp,de,watch,sub-009,3,30.666666666666668
color,glfnet_mlp,de,watch,sub-010,3,27.333333333333332
color,glfnet_mlp,de,watch,sub-011,3,32.0
color,glfnet_mlp,de,watch,sub-012,3,28.666666666666668
color,glfnet_mlp,de,watch,sub-013,3,34.0
color,glfnet_mlp,de,watch,sub-014,3,30.0
color,glfnet_mlp,de,watch,sub-015,3,30.0
color,glfnet_mlp,de,watch,sub-016,3,28.666666666666668
color,glfnet_mlp,de,watch,sub-017,3,31.333333333333332
color,glfnet_mlp,de,watch,sub-018,3,28.666666666666668
color,glfnet_mlp,de,watch,sub-019,3,26.666666666666668
color,glfnet_mlp,de,watch,sub-020,3,34.666666666666664
color,glfnet_mlp,psd,recall,sub-001,3,28.666666666666668
color,glfnet_mlp,psd,recall,sub-002,3,24.666666666666668
color,glfnet_mlp,psd,recall,sub-003,3,27.333333333333332
color,glfnet_mlp,psd,recall,sub-004,3,26.0
color,glfnet_mlp,psd,recall,sub-005,3,30.0
color,glfnet_mlp,psd,recall,sub-006,3,30.666666666666668
color,glfnet_mlp,psd,recall,sub-007,3,28.0
color,glfnet_mlp,psd,recall,sub-008,3,28.0
color,glfnet_mlp,psd,recall,sub-009,3,29.333333333333332
color,glfnet_mlp,psd,recall,sub-010,3,32.0
color,glfnet_mlp,psd,recall,sub-011,3,21.333333333333332
color,glfnet_mlp,psd,recall,sub-012,3,30.0
color,glfnet_mlp,psd,recall,sub-013,3,27.333333333333332
color,glfnet_mlp,psd,recall,sub-014,3,32.0
color,glfnet_mlp,psd,recall,sub-015,3,28.666666666666668
color,glfnet_mlp,psd,recall,sub-016,3,30.666666666666668
color,glfnet_mlp,psd,recall,sub-017,3,26.666666666666668
color,glfnet_mlp,psd,recall,sub-018,3,30.0
color,glfnet_mlp,psd,recall,sub-019,3,25.333333333333332
color,glfnet_mlp,psd,recall,sub-020,3,26.666666666666668
color,glfnet_mlp,psd,watch,sub-001,3,24.666666666666668
color,glfnet_mlp,psd,watch,sub-002,3,29.333333333333332
color,glfnet_mlp,psd,watch,sub-003,3,28.666666666666668
color,glfnet_mlp,psd,watch,sub-004,3,28.666666666666668
color,glfnet_mlp,psd,watch,sub-005,3,30.666666666666668
color,glfnet_mlp,psd,watch,sub-006,3,30.666666666666668
color,glfnet_mlp,psd,watch,sub-007,3,27.333333333333332
color,glfnet_mlp,psd,watch,sub-008,3,28.0
color,glfnet_mlp,psd,watch,sub-009,3,30.666666666666668
color,glfnet_mlp,psd,watch,sub-010,3,30.666666666666668
color,glfnet_mlp,psd,watch,sub-011,3,23.333333333333332
color,glfnet_mlp,psd,watch,sub-012,3,32.0
color,glfnet_mlp,psd,watch,sub-013,3,27.333333333333332
color,glfnet_mlp,psd,watch,sub-014,3,34.0
color,glfnet_mlp,psd,watch,sub-015,3,30.0
color,glfnet_mlp,psd,watch,sub-016,3,29.333333333333332
color,glfnet_mlp,psd,watch,sub-017,3,30.666666666666668
color,glfnet_mlp,psd,watch,sub-018,3,26.666666666666668
color,glfnet_mlp,psd,watch,sub-019,3,28.0
color,glfnet_mlp,psd,watch,sub-020,3,32.0
color,mlpnet,de,recall,sub-001,3,29.333333333333332
color,mlpnet,de,recall,sub-002,3,29.333333333333332
color,mlpnet,de,recall,sub-003,3,26.666666666666668
color,mlpnet,de,recall,sub-004,3,26.666666666666668
color,mlpnet,de,recall,sub-005,3,28.666666666666668
color,mlpnet,de,recall,sub-006,3,27.333333333333332
color,mlpnet,de,recall,sub-007,3,26.0
color,mlpnet,de,recall,sub-008,3,28.0
color,mlpnet,de,recall,sub-009,3,29.333333333333332
color,mlpnet,de,recall,sub-010,3,28.666666666666668
color,mlpnet,de,recall,sub-011,3,30.666666666666668
color,mlpnet,de,recall,sub-012,3,27.333333333333332
color,mlpnet,de,recall,sub-013,3,26.666666666666668
color,mlpnet,de,recall,sub-014,3,34.666666666666664
color,mlpnet,de,recall,sub-015,3,34.666666666666664
color,mlpnet,de,recall,sub-016,3,30.0
color,mlpnet,de,recall,sub-017,3,30.666666666666668
color,mlpnet,de,recall,sub-018,3,32.666666666666664
color,mlpnet,de,recall,sub-019,3,29.333333333333332
color,mlpnet,de,recall,sub-020,3,27.333333333333332
color,mlpnet,de,watch,sub-001,3,31.333333333333332
color,mlpnet,de,watch,sub-002,3,28.666666666666668
color,mlpnet,de,watch,sub-003,3,31.333333333333332
color,mlpnet,de,watch,sub-004,3,31.333333333333332
color,mlpnet,de,watch,sub-005,3,25.333333333333332
color,mlpnet,de,watch,sub-006,3,36.0
color,mlpnet,de,watch,sub-007,3,32.0
color,mlpnet,de,watch,sub-008,3,27.333333333333332
color,mlpnet,de,watch,sub-009,3,33.333333333333336
color,mlpnet,de,watch,sub-010,3,29.333333333333332
color,mlpnet,de,watch,sub-011,3,28.0
color,mlpnet,de,watch,sub-012,3,31.333333333333332
color,mlpnet,de,watch,sub-013,3,26.666666666666668
color,mlpnet,de,watch,sub-014,3,29.333333333333332
color,mlpnet,de,watch,sub-015,3,23.333333333333332
color,mlpnet,de,watch,sub-016,3,29.333333333333332
color,mlpnet,de,watch,sub-017,3,28.666666666666668
color,mlpnet,de,watch,sub-018,3,28.666666666666668
color,mlpnet,de,watch,sub-019,3,29.333333333333332
color,mlpnet,de,watch,sub-020,3,28.0
color,mlpnet,psd,recall,sub-001,3,25.333333333333332
color,mlpnet,psd,recall,sub-002,3,24.0
color,mlpnet,psd,recall,sub-003,3,23.333333333333332
color,mlpnet,psd,recall,sub-004,3,22.0
color,mlpnet,psd,recall,sub-005,3,28.666666666666668
color,mlpnet,psd,recall,sub-006,3,28.0
color,mlpnet,psd,recall,sub-007,3,26.666666666666668
color,mlpnet,psd,recall,sub-008,3,28.0
color,mlpnet,psd,recall,sub-009,3,29.333333333333332
color,mlpnet,psd,recall,sub-010,3,25.333333333333332
color,mlpnet,psd,recall,sub-011,3,27.333333333333332
color,mlpnet,psd,recall,sub-012,3,27.333333333333332
color,mlpnet,psd,recall,sub-013,3,26.666666666666668
color,mlpnet,psd,recall,sub-014,3,32.666666666666664
color,mlpnet,psd,recall,sub-015,3,24.666666666666668
color,mlpnet,psd,recall,sub-016,3,25.333333333333332
color,mlpnet,psd,recall,sub-017,3,25.333333333333332
color,mlpnet,psd,recall,sub-018,3,28.0
color,mlpnet,psd,recall,sub-019,3,26.0
color,mlpnet,psd,recall,sub-020,3,22.666666666666668
color,mlpnet,psd,watch,sub-001,3,22.666666666666668
color,mlpnet,psd,watch,sub-002,3,26.666666666666668
color,mlpnet,psd,watch,sub-003,3,21.333333333333332
color,mlpnet,psd,watch,sub-004,3,28.0
color,mlpnet,psd,watch,sub-005,3,29.333333333333332
color,mlpnet,psd,watch,sub-006,3,31.333333333333332
color,mlpnet,psd,watch,sub-007,3,32.0
color,mlpnet,psd,watch,sub-008,3,25.333333333333332
color,mlpnet,psd,watch,sub-009,3,24.666666666666668
color,mlpnet,psd,watch,sub-010,3,30.0
color,mlpnet,psd,watch,sub-011,3,31.333333333333332
color,mlpnet,psd,watch,sub-012,3,32.666666666666664
color,mlpnet,psd,watch,sub-013,3,26.0
color,mlpnet,psd,watch,sub-014,3,32.666666666666664
color,mlpnet,psd,watch,sub-015,3,26.0
color,mlpnet,psd,watch,sub-016,3,26.0
color,mlpnet,psd,watch,sub-017,3,27.333333333333332
color,mlpnet,psd,watch,sub-018,3,30.0
color,mlpnet,psd,watch,sub-019,3,30.0
color,mlpnet,psd,watch,sub-020,3,31.333333333333332
color,shallownet,raw,recall,sub-001,3,28.666666666666668
color,shallownet,raw,recall,sub-002,3,28.0
color,shallownet,raw,recall,sub-003,3,29.333333333333332
color,shallownet,raw,recall,sub-004,3,24.666666666666668
color,shallownet,raw,recall,sub-005,3,26.666666666666668
color,shallownet,raw,recall,sub-006,3,29.333333333333332
color,shallownet,raw,recall,sub-007,3,30.666666666666668
color,shallownet,raw,recall,sub-008,3,26.666666666666668
color,shallownet,raw,recall,sub-009,3,32.666666666666664
color,shallownet,raw,recall,sub-010,3,27.333333333333332
color,shallownet,raw,recall,sub-011,3,30.0
color,shallownet,raw,recall,sub-012,3,30.666666666666668
color,shallownet,raw,recall,sub-013,3,23.333333333333332
color,shallownet,raw,recall,sub-014,3,24.666666666666668
color,shallownet,raw,recall,sub-015,3,31.333333333333332
color,shallownet,raw,recall,sub-016,3,26.0
color,shallownet,raw,recall,sub-017,3,26.666666666666668
color,shallownet,raw,recall,sub-018,3,25.333333333333332
color,shallownet,raw,recall,sub-019,3,27.333333333333332
color,shallownet,raw,recall,sub-020,3,24.666666666666668
color,shallownet,raw,watch,sub-001,3,25.333333333333332
color,shallownet,raw,watch,sub-002,3,29.333333333333332
color,shallownet,raw,watch,sub-003,3,28.666666666666668
color,shallownet,raw,watch,sub-004,3,22.666666666666668
color,shallownet,raw,watch,sub-005,3,27.333333333333332
color,shallownet,raw,watch,sub-006,3,30.0
color,shallownet,raw,watch,sub-007,3,24.666666666666668
color,shallownet,raw,watch,sub-008,3,30.0
color,shallownet,raw,watch,sub-009,3,24.666666666666668
color,shallownet,raw,watch,sub-010,3,30.666666666666668
color,shallownet,raw,watch,sub-011,3,28.666666666666668
color,shallownet,raw,watch,sub-012,3,24.0
color,shallownet,raw,watch,sub-013,3,26.0
color,shallownet,raw,watch,sub-014,3,26.0
color,shallownet,raw,watch,sub-015,3,32.666666666666664
color,shallownet,raw,watch,sub-016,3,31.333333333333332
color,shallownet,raw,watch,sub-017,3,27.333333333333332
color,shallownet,raw,watch,sub-018,3,26.0
color,shallownet,raw,watch,sub-019,3,28.0
color,shallownet,raw,watch,sub-020,3,28.666666666666668
color,svm,raw,recall,sub-001,3,16.0
color,svm,raw,recall,sub-002,3,18.0
color,svm,raw,recall,sub-003,3,16.666666666666668
color,svm,raw,recall,sub-004,3,17.333333333333332
color,svm,raw,recall,sub-005,3,16.0
color,svm,raw,recall,sub-006,3,24.0
color,svm,raw,recall,sub-007,3,15.333333333333334
color,svm,raw,recall,sub-008,3,17.333333333333332
color,svm,raw,recall,sub-009,3,15.333333333333334
color,svm,raw,recall,sub-010,3,20.666666666666668
color,svm,raw,recall,sub-011,3,21.333333333333332
color,svm,raw,recall,sub-012,3,16.0
color,svm,raw,recall,sub-013,3,21.333333333333332
color,svm,raw,recall,sub-014,3,20.0
color,svm,raw,recall,sub-015,3,20.666666666666668
color,svm,raw,recall,sub-016,3,18.666666666666668
color,svm,raw,recall,sub-017,3,20.666666666666668
color,svm,raw,recall,sub-018,3,18.0
color,svm,raw,recall,sub-019,3,21.333333333333332
color,svm,raw,recall,sub-020,3,24.666666666666668
color,svm,raw,watch,sub-001,3,20.0
color,svm,raw,watch,sub-002,3,24.0
color,svm,raw,watch,sub-003,3,22.666666666666668
color,svm,raw,watch,sub-004,3,16.666666666666668
color,svm,raw,watch,sub-005,3,22.666666666666668
color,svm,raw,watch,sub-006,3,22.666666666666668
color,svm,raw,watch,sub-007,3,20.666666666666668
color,svm,raw,watch,sub-008,3,20.0
color,svm,raw,watch,sub-009,3,23.333333333333332
color,svm,raw,watch,sub-010,3,23.333333333333332
color,svm,raw,watch,sub-011,3,18.0
color,svm,raw,watch,sub-012,3,19.333333333333332
color,svm,raw,watch,sub-013,3,15.333333333333334
color,svm,raw,watch,sub-014,3,16.666666666666668
color,svm,raw,watch,sub-015,3,20.666666666666668
color,svm,raw,watch,sub-016,3,18.666666666666668
color,svm,raw,watch,sub-017,3,16.666666666666668
color,svm,raw,watch,sub-018,3,25.333333333333332
color,svm,raw,watch,sub-019,3,17.333333333333332
color,svm,raw,watch,sub-020,3,25.333333333333332
color,tsconv,raw,recall,sub-001,3,25.333333333333332
color,tsconv,raw,recall,sub-002,3,26.666666666666668
color,tsconv,raw,recall,sub-003,3,28.0
color,tsconv,raw,recall,sub-004,3,27.333333333333332
color,tsconv,raw,recall,sub-005,3,32.0
color,tsconv,raw,recall,sub-006,3,32.666666666666664
color,tsconv,raw,recall,sub-007,3,29.333333333333332
color,tsconv,raw,recall,sub-008,3,26.0
color,tsconv,raw,recall,sub-009,3,28.0
color,tsconv,raw,recall,sub-010,3,28.666666666666668
color,tsconv,raw,recall,sub-011,3,30.666666666666668
color,tsconv,raw,recall,sub-012,3,28.0
color,tsconv,raw,recall,sub-013,3,23.333333333333332
color,tsconv,raw,recall,sub-014,3,25.333333333333332
color,tsconv,raw,recall,sub-015,3,34.666666666666664
color,tsconv,raw,recall,sub-016,3,26.0
color,tsconv,raw,recall,sub-017,3,28.666666666666668
color,tsconv,raw,recall,sub-018,3,28.0
color,tsconv,raw,recall,sub-019,3,26.0
color,tsconv,raw,recall,sub-020,3,27.333333333333332
color,tsconv,raw,watch,sub-001,3,26.0
color,tsconv,raw,watch,sub-002,3,26.666666666666668
color,tsconv,raw,watch,sub-003,3,26.666666666666668
color,tsconv,raw,watch,sub-004,3,26.0
color,tsconv,raw,watch,sub-005,3,22.0
color,tsconv,raw,watch,sub-006,3,28.666666666666668
color,tsconv,raw,watch,sub-007,3,28.0
color,tsconv,raw,watch,sub-008,3,31.333333333333332
color,tsconv,raw,watch,sub-009,3,34.0
color,tsconv,raw,watch,sub-010,3,33.333333333333336
color,tsconv,raw,watch,sub-011,3,32.0
color,tsconv,raw,watch,sub-012,3,24.666666666666668
color,tsconv,raw,watch,sub-013,3,31.333333333333332
color,tsconv,raw,watch,sub-014,3,29.333333333333332
color,tsconv,raw,watch,sub-015,3,27.333333333333332
color,tsconv,raw,watch,sub-016,3,34.0
color,tsconv,raw,watch,sub-017,3,30.666666666666668
color,tsconv,raw,watch,sub-018,3,30.666666666666668
color,tsconv,raw,watch,sub-019,3,31.333333333333332
color,tsconv,raw,watch,sub-020,3,28.0
face,GCN_LSTM,raw,recall,sub-001,3,63.333333333333336
face,GCN_LSTM,raw,recall,sub-002,3,65.33333333333333
face,GCN_LSTM,raw,recall,sub-003,3,60.666666666666664
face,GCN_LSTM,raw,recall,sub-004,3,64.66666666666667
face,GCN_LSTM,raw,recall,sub-005,3,64.66666666666667
face,GCN_LSTM,raw,recall,sub-006,3,66.66666666666667
face,GCN_LSTM,raw,recall,sub-007,3,64.0
face,GCN_LSTM,raw,recall,sub-008,3,67.33333333333333
face,GCN_LSTM,raw,recall,sub-009,3,60.0
