task,model,feature,condition,subject_id,sessions,accuracy_percent
number,conformer,raw,recall,sub-020,3,48.666666666666664
number,conformer,raw,watch,sub-001,3,48.0
number,conformer,raw,watch,sub-002,3,54.0
number,conformer,raw,watch,sub-003,3,50.666666666666664
number,conformer,raw,watch,sub-004,3,48.666666666666664
number,conformer,raw,watch,sub-005,3,51.333333333333336
number,conformer,raw,watch,sub-006,3,47.333333333333336
number,conformer,raw,watch,sub-007,3,52.666666666666664
number,conformer,raw,watch,sub-008,3,46.0
number,conformer,raw,watch,sub-009,3,47.333333333333336
number,conformer,raw,watch,sub-010,3,41.333333333333336
number,conformer,raw,watch,sub-011,3,48.666666666666664
number,conformer,raw,watch,sub-012,3,48.666666666666664
number,conformer,raw,watch,sub-013,3,48.666666666666664
number,conformer,raw,watch,sub-014,3,52.666666666666664
number,conformer,raw,watch,sub-015,3,47.333333333333336
number,conformer,raw,watch,sub-016,3,50.0
number,conformer,raw,watch,sub-017,3,50.0
number,conformer,raw,watch,sub-018,3,50.666666666666664
number,conformer,raw,watch,sub-019,3,50.0
number,conformer,raw,watch,sub-020,3,48.666666666666664
number,deepnet,raw,recall,sub-001,3,49.333333333333336
number,deepnet,raw,recall,sub-002,3,41.333333333333336
number,deepnet,raw,recall,sub-003,3,45.333333333333336
number,deepnet,raw,recall,sub-004,3,50.666666666666664
number,deepnet,raw,recall,sub-005,3,46.666666666666664
number,deepnet,raw,recall,sub-006,3,45.333333333333336
number,deepnet,raw,recall,sub-007,3,48.0
number,deepnet,raw,recall,sub-008,3,48.0
number,deepnet,raw,recall,sub-009,3,46.0
number,deepnet,raw,recall,sub-010,3,48.666666666666664
number,deepnet,raw,recall,sub-011,3,45.333333333333336
number,deepnet,raw,recall,sub-012,3,47.333333333333336
number,deepnet,raw,recall,sub-013,3,40.666666666666664
number,deepnet,raw,recall,sub-014,3,54.0
number,deepnet,raw,recall,sub-015,3,42.0
number,deepnet,raw,recall,sub-016,3,48.0
number,deepnet,raw,recall,sub-017,3,46.666666666666664
number,deepnet,raw,recall,sub-018,3,38.666666666666664
number,deepnet,raw,recall,sub-019,3,49.333333333333336
number,deepnet,raw,recall,sub-020,3,42.666666666666664
number,deepnet,raw,watch,sub-001,3,47.333333333333336
number,deepnet,raw,watch,sub-002,3,50.0
number,deepnet,raw,watch,sub-003,3,44.666666666666664
number,deepnet,raw,watch,sub-004,3,46.0
number,deepnet,raw,watch,sub-005,3,46.0
number,deepnet,raw,watch,sub-006,3,46.0
number,deepnet,raw,watch,sub-007,3,46.0
number,deepnet,raw,watch,sub-008,3,45.333333333333336
number,deepnet,raw,watch,sub-009,3,42.666666666666664
number,deepnet,raw,watch,sub-010,3,45.333333333333336
number,deepnet,raw,watch,sub-011,3,45.333333333333336
number,deepnet,raw,watch,sub-012,3,48.0
number,deepnet,raw,watch,sub-013,3,45.333333333333336
number,deepnet,raw,watch,sub-014,3,46.0
number,deepnet,raw,watch,sub-015,3,41.333333333333336
number,deepnet,raw,watch,sub-016,3,53.333333333333336
number,deepnet,raw,watch,sub-017,3,50.666666666666664
number,deepnet,raw,watch,sub-018,3,47.333333333333336
number,deepnet,raw,watch,sub-019,3,43.333333333333336
number,deepnet,raw,watch,sub-020,3,48.666666666666664
number,eegnet,raw,recall,sub-001,3,48.0
number,eegnet,raw,recall,sub-002,3,48.666666666666664
number,eegnet,raw,recall,sub-003,3,44.666666666666664
number,eegnet,raw,recall,sub-004,3,44.0
number,eegnet,raw,recall,sub-005,3,48.0
number,eegnet,raw,recall,sub-006,3,43.333333333333336
number,eegnet,raw,recall,sub-007,3,46.0
number,eegnet,raw,recall,sub-008,3,44.666666666666664
number,eegnet,raw,recall,sub-009,3,44.666666666666664
number,eegnet,raw,recall,sub-010,3,46.0
number,eegnet,raw,recall,sub-011,3,47.333333333333336
number,eegnet,raw,recall,sub-012,3,44.0
number,eegnet,raw,recall,sub-013,3,51.333333333333336
number,eegnet,raw,recall,sub-014,3,40.666666666666664
number,eegnet,raw,recall,sub-015,3,47.333333333333336
number,eegnet,raw,recall,sub-016,3,41.333333333333336
number,eegnet,raw,recall,sub-017,3,44.666666666666664
number,eegnet,raw,recall,sub-018,3,48.666666666666664
number,eegnet,raw,recall,sub-019,3,43.333333333333336
number,eegnet,raw,recall,sub-020,3,46.666666666666664
number,eegnet,raw,watch,sub-001,3,44.666666666666664
number,eegnet,raw,watch,sub-002,3,52.0
number,eegnet,raw,watch,sub-003,3,45.333333333333336
number,eegnet,raw,watch,sub-004,3,44.0
number,eegnet,raw,watch,sub-005,3,49.333333333333336
number,eegnet,raw,watch,sub-006,3,40.666666666666664
number,eegnet,raw,watch,sub-007,3,48.0
number,eegnet,raw,watch,sub-008,3,47.333333333333336
number,eegnet,raw,watch,sub-009,3,44.0
number,eegnet,raw,watch,sub-010,3,49.333333333333336
number,eegnet,raw,watch,sub-011,3,46.0
number,eegnet,raw,watch,sub-012,3,48.666666666666664
number,eegnet,raw,watch,sub-013,3,39.333333333333336
number,eegnet,raw,watch,sub-014,3,47.333333333333336
number,eegnet,raw,watch,sub-015,3,46.666666666666664
number,eegnet,raw,watch,sub-016,3,47.333333333333336
number,eegnet,raw,watch,sub-017,3,42.0
number,eegnet,raw,watch,sub-018,3,44.666666666666664
number,eegnet,raw,watch,sub-019,3,50.0
number,eegnet,raw,watch,sub-020,3,42.0
number,glfnet,raw,recall,sub-001,3,54.666666666666664
number,glfnet,raw,recall,sub-002,3,43.333333333333336
number,glfnet,raw,recall,sub-003,3,42.0
number,glfnet,raw,recall,sub-004,3,48.0
number,glfnet,raw,recall,sub-005,3,41.333333333333336
number,glfnet,raw,recall,sub-006,3,44.666666666666664
number,glfnet,raw,recall,sub-007,3,51.333333333333336
number,glfnet,raw,recall,sub-008,3,42.0
number,glfnet,raw,recall,sub-009,3,41.333333333333336
number,glfnet,raw,recall,sub-010,3,44.0
number,glfnet,raw,recall,sub-011,3,46.0
number,glfnet,raw,recall,sub-012,3,46.0
number,glfnet,raw,recall,sub-013,3,46.666666666666664
number,glfnet,raw,recall,sub-014,3,50.666666666666664
number,glfnet,raw,recall,sub-015,3,48.0
number,glfnet,raw,recall,sub-016,3,44.666666666666664
number,glfnet,raw,recall,sub-017,3,42.0
number,glfnet,raw,recall,sub-018,3,40.666666666666664
number,glfnet,raw,recall,sub-019,3,42.0
number,glfnet,raw,recall,sub-020,3,41.333333333333336
number,glfnet,raw,watch,sub-001,3,45.333333333333336
number,glfnet,raw,watch,sub-002,3,47.333333333333336
number,glfnet,raw,watch,sub-003,3,39.333333333333336
number,glfnet,raw,watch,sub-004,3,48.0
number,glfnet,raw,watch,sub-005,3,48.0
number,glfnet,raw,watch,sub-006,3,54.666666666666664
number,glfnet,raw,watch,sub-007,3,43.333333333333336
number,glfnet,raw,watch,sub-008,3,47.333333333333336
number,glfnet,raw,watch,sub-009,3,48.666666666666664
number,glfnet,raw,watch,sub-010,3,48.0
number,glfnet,raw,watch,sub-011,3,49.333333333333336
number,glfnet,raw,watch,sub-012,3,50.0
number,glfnet,raw,watch,sub-013,3,48.0
number,glfnet,raw,watch,sub-014,3,45.333333333333336
number,glfnet,raw,watch,sub-015,3,48.666666666666664
number,glfnet,raw,watch,sub-016,3,48.0
number,glfnet,raw,watch,sub-017,3,46.0
number,glfnet,raw,watch,sub-018,3,42.666666666666664
number,glfnet,raw,watch,sub-019,3,39.333333333333336
number,glfnet,raw,watch,sub-020,3,50.0
number,glfnet_mlp,de,recall,sub-001,3,49.333333333333336
number,glfnet_mlp,de,recall,sub-002,3,47.333333333333336
number,glfnet_mlp,de,recall,sub-003,3,44.666666666666664
number,glfnet_mlp,de,recall,sub-004,3,54.0
number,glfnet_mlp,de,recall,sub-005,3,54.666666666666664
number,glfnet_mlp,de,recall,sub-006,3,48.0
number,glfnet_mlp,de,recall,sub-007,3,44.0
number,glfnet_mlp,de,recall,sub-008,3,46.0
number,glfnet_mlp,de,recall,sub-009,3,46.0
number,glfnet_mlp,de,recall,sub-010,3,49.333333333333336
number,glfnet_mlp,de,recall,sub-011,3,51.333333333333336
number,glfnet_mlp,de,recall,sub-012,3,42.666666666666664
number,glfnet_mlp,de,recall,sub-013,3,48.0
number,glfnet_mlp,de,recall,sub-014,3,45.333333333333336
number,glfnet_mlp,de,recall,sub-015,3,44.0
number,glfnet_mlp,de,recall,sub-016,3,48.666666666666664
number,glfnet_mlp,de,recall,sub-017,3,50.0
number,glfnet_mlp,de,recall,sub-018,3,48.0
number,glfnet_mlp,de,recall,sub-019,3,48.0
number,glfnet_mlp,de,recall,sub-020,3,45.333333333333336
number,glfnet_mlp,de,watch,sub-001,3,46.0
number,glfnet_mlp,de,watch,sub-002,3,48.0
number,glfnet_mlp,de,watch,sub-003,3,52.666666666666664
number,glfnet_mlp,de,watch,sub-004,3,50.666666666666664
number,glfnet_mlp,de,watch,sub-005,3,47.333333333333336
number,glfnet_mlp,de,watch,sub-006,3,46.0
number,glfnet_mlp,de,watch,sub-007,3,47.333333333333336
number,glfnet_mlp,de,watch,sub-008,3,50.666666666666664
number,glfnet_mlp,de,watch,sub-009,3,48.666666666666664
number,glfnet_mlp,de,watch,sub-010,3,51.333333333333336
number,glfnet_mlp,de,watch,sub-011,3,47.333333333333336
number,glfnet_mlp,de,watch,sub-012,3,47.333333333333336
number,glfnet_mlp,de,watch,sub-013,3,45.333333333333336
number,glfnet_mlp,de,watch,sub-014,3,51.333333333333336
number,glfnet_mlp,de,watch,sub-015,3,47.333333333333336
number,glfnet_mlp,de,watch,sub-016,3,53.333333333333336
number,glfnet_mlp,de,watch,sub-017,3,48.0
number,glfnet_mlp,de,watch,sub-018,3,50.666666666666664
number,glfnet_mlp,de,watch,sub-019,3,48.0
number,glfnet_mlp,de,watch,sub-020,3,45.333333333333336
number,glfnet_mlp,psd,recall,sub-001,3,40.666666666666664
number,glfnet_mlp,psd,recall,sub-002,3,44.666666666666664
number,glfnet_mlp,psd,recall,sub-003,3,41.333333333333336
number,glfnet_mlp,psd,recall,sub-004,3,43.333333333333336
number,glfnet_mlp,psd,recall,sub-005,3,54.0
number,glfnet_mlp,psd,recall,sub-006,3,49.333333333333336
number,glfnet_mlp,psd,recall,sub-007,3,46.0
number,glfnet_mlp,psd,recall,sub-008,3,50.666666666666664
number,glfnet_mlp,psd,recall,sub-009,3,44.0
number,glfnet_mlp,psd,recall,sub-010,3,42.666666666666664
number,glfnet_mlp,psd,recall,sub-011,3,43.333333333333336
number,glfnet_mlp,psd,recall,sub-012,3,43.333333333333336
number,glfnet_mlp,psd,recall,sub-013,3,45.333333333333336
number,glfnet_mlp,psd,recall,sub-014,3,54.0
number,glfnet_mlp,psd,recall,sub-015,3,41.333333333333336
number,glfnet_mlp,psd,recall,sub-016,3,44.666666666666664
number,glfnet_mlp,psd,recall,sub-017,3,50.0
number,glfnet_mlp,psd,recall,sub-018,3,46.666666666666664
number,glfnet_mlp,psd,recall,sub-019,3,46.666666666666664
number,glfnet_mlp,psd,recall,sub-020,3,54.0
number,glfnet_mlp,psd,watch,sub-001,3,49.333333333333336
number,glfnet_mlp,psd,watch,sub-002,3,48.666666666666664
number,glfnet_mlp,psd,watch,sub-003,3,49.333333333333336
number,glfnet_mlp,psd,watch,sub-004,3,52.0
number,glfnet_mlp,psd,watch,sub-005,3,50.666666666666664
number,glfnet_mlp,psd,watch,sub-006,3,43.333333333333336
number,glfnet_mlp,psd,watch,sub-007,3,42.0
number,glfnet_mlp,psd,watch,sub-008,3,50.666666666666664
number,glfnet_mlp,psd,watch,sub-009,3,46.0
number,glfnet_mlp,psd,watch,sub-010,3,50.666666666666664
number,glfnet_mlp,psd,watch,sub-011,3,48.0
number,glfnet_mlp,psd,watch,sub-012,3,40.0
number,glfnet_mlp,psd,watch,sub-013,3,46.0
number,glfnet_mlp,psd,watch,sub-014,3,45.333333333333336
number,glfnet_mlp,psd,watch,sub-015,3,44.0
number,glfnet_mlp,psd,watch,sub-016,3,48.0
number,glfnet_mlp,psd,watch,sub-017,3,52.0
number,glfnet_mlp,psd,watch,sub-018,3,48.0
number,glfnet_mlp,psd,watch,sub-019,3,45.333333333333336
number,glfnet_mlp,psd,watch,sub-020,3,43.333333333333336
number,mlpnet,de,recall,sub-001,3,51.333333333333336
number,mlpnet,de,recall,sub-002,3,46.666666666666664
number,mlpnet,de,recall,sub-003,3,48.666666666666664
number,mlpnet,de,recall,sub-004,3,54.0
number,mlpnet,de,recall,sub-005,3,55.333333333333336
number,mlpnet,de,recall,sub-006,3,48.0
number,mlpnet,de,recall,sub-007,3,43.333333333333336
number,mlpnet,de,recall,sub-008,3,45.333333333333336
number,mlpnet,de,recall,sub-009,3,45.333333333333336
number,mlpnet,de,recall,sub-010,3,48.0
number,mlpnet,de,recall,sub-011,3,50.666666666666664
number,mlpnet,de,recall,sub-012,3,42.666666666666664
number,mlpnet,de,recall,sub-013,3,47.333333333333336
number,mlpnet,de,recall,sub-014,3,42.0
number,mlpnet,de,recall,sub-015,3,44.0
number,mlpnet,de,recall,sub-016,3,48.0
number,mlpnet,de,recall,sub-017,3,52.666666666666664
number,mlpnet,de,recall,sub-018,3,47.333333333333336
number,mlpnet,de,recall,sub-019,3,47.333333333333336
number,mlpnet,de,recall,sub-020,3,44.666666666666664
number,mlpnet,de,watch,sub-001,3,46.0
number,mlpnet,de,watch,sub-002,3,51.333333333333336
number,mlpnet,de,watch,sub-003,3,51.333333333333336
number,mlpnet,de,watch,sub-004,3,50.666666666666664
number,mlpnet,de,watch,sub-005,3,48.0
number,mlpnet,de,watch,sub-006,3,41.333333333333336
number,mlpnet,de,watch,sub-007,3,44.0
number,mlpnet,de,watch,sub-008,3,50.0
number,mlpnet,de,watch,sub-009,3,47.333333333333336
number,mlpnet,de,watch,sub-010,3,52.0
number,mlpnet,de,watch,sub-011,3,46.666666666666664
number,mlpnet,de,watch,sub-012,3,47.333333333333336
number,mlpnet,de,watch,sub-013,3,46.0
number,mlpnet,de,watch,sub-014,3,50.666666666666664
number,mlpnet,de,watch,sub-015,3,50.0
number,mlpnet,de,watch,sub-016,3,49.333333333333336
number,mlpnet,de,watch,sub-017,3,48.0
number,mlpnet,de,watch,sub-018,3,50.0
number,mlpnet,de,watch,sub-019,3,47.333333333333336
number,mlpnet,de,watch,sub-020,3,44.666666666666664
number,mlpnet,psd,recall,sub-001,3,46.0
number,mlpnet,psd,recall,sub-002,3,49.333333333333336
number,mlpnet,psd,recall,sub-003,3,46.0
number,mlpnet,psd,recall,sub-004,3,50.666666666666664
number,mlpnet,psd,recall,sub-005,3,51.333333333333336
number,mlpnet,psd,recall,sub-006,3,44.0
number,mlpnet,psd,recall,sub-007,3,42.666666666666664
number,mlpnet,psd,recall,sub-008,3,51.333333333333336
number,mlpnet,psd,recall,sub-009,3,46.666666666666664
number,mlpnet,psd,recall,sub-010,3,49.333333333333336
number,mlpnet,psd,recall,sub-011,3,44.0
number,mlpnet,psd,recall,sub-012,3,39.333333333333336
number,mlpnet,psd,recall,sub-013,3,44.666666666666664
number,mlpnet,psd,recall,sub-014,3,42.0
number,mlpnet,psd,recall,sub-015,3,43.333333333333336
number,mlpnet,psd,recall,sub-016,3,48.0
number,mlpnet,psd,recall,sub-017,3,50.666666666666664
number,mlpnet,psd,recall,sub-018,3,46.666666666666664
number,mlpnet,psd,recall,sub-019,3,44.666666666666664
number,mlpnet,psd,recall,sub-020,3,41.333333333333336
number,mlpnet,psd,watch,sub-001,3,50.666666666666664
number,mlpnet,psd,watch,sub-002,3,48.666666666666664
number,mlpnet,psd,watch,sub-003,3,49.333333333333336
number,mlpnet,psd,watch,sub-004,3,50.666666666666664
number,mlpnet,psd,watch,sub-005,3,50.0
number,mlpnet,psd,watch,sub-006,3,44.0
number,mlpnet,psd,watch,sub-007,3,42.0
number,mlpnet,psd,watch,sub-008,3,47.333333333333336
number,mlpnet,psd,watch,sub-009,3,44.0
number,mlpnet,psd,watch,sub-010,3,51.333333333333336
number,mlpnet,psd,watch,sub-011,3,47.333333333333336
number,mlpnet,psd,watch,sub-012,3,40.0
number,mlpnet,psd,watch,sub-013,3,44.666666666666664
number,mlpnet,psd,watch,sub-014,3,44.666666666666664
number,mlpnet,psd,watch,sub-015,3,44.0
number,mlpnet,psd,watch,sub-016,3,46.666666666666664
number,mlpnet,psd,watch,sub-017,3,52.0
number,mlpnet,psd,watch,sub-018,3,48.0
number,mlpnet,psd,watch,sub-019,3,44.666666666666664
number,mlpnet,psd,watch,sub-020,3,44.666666666666664
number,shallownet,raw,recall,sub-001,3,49.333333333333336
number,shallownet,raw,recall,sub-002,3,45.333333333333336
number,shallownet,raw,recall,sub-003,3,42.0
number,shallownet,raw,recall,sub-004,3,47.333333333333336
number,shallownet,raw,recall,sub-005,3,41.333333333333336
number,shallownet,raw,recall,sub-006,3,45.333333333333336
number,shallownet,raw,recall,sub-007,3,50.0
number,shallownet,raw,recall,sub-008,3,42.666666666666664
number,shallownet,raw,recall,sub-009,3,43.333333333333336
number,shallownet,raw,recall,sub-010,3,40.0
number,shallownet,raw,recall,sub-011,3,49.333333333333336
number,shallownet,raw,recall,sub-012,3,47.333333333333336
number,shallownet,raw,recall,sub-013,3,42.666666666666664
number,shallownet,raw,recall,sub-014,3,48.666666666666664
number,shallownet,raw,recall,sub-015,3,47.333333333333336
number,shallownet,raw,recall,sub-016,3,44.666666666666664
number,shallownet,raw,recall,sub-017,3,44.0
number,shallownet,raw,recall,sub-018,3,41.333333333333336
number,shallownet,raw,recall,sub-019,3,39.333333333333336
number,shallownet,raw,recall,sub-020,3,42.666666666666664
number,shallownet,raw,watch,sub-001,3,44.0
number,shallownet,raw,watch,sub-002,3,50.666666666666664
number,shallownet,raw,watch,sub-003,3,40.0
number,shallownet,raw,watch,sub-004,3,40.0
number,shallownet,raw,watch,sub-005,3,50.0
number,shallownet,raw,watch,sub-006,3,46.666666666666664
number,shallownet,raw,watch,sub-007,3,44.666666666666664
number,shallownet,raw,watch,sub-008,3,46.0
number,shallownet,raw,watch,sub-009,3,45.333333333333336
number,shallownet,raw,watch,sub-010,3,47.333333333333336
number,shallownet,raw,watch,sub-011,3,52.0
number,shallownet,raw,watch,sub-012,3,46.666666666666664
number,shallownet,raw,watch,sub-013,3,47.333333333333336
number,shallownet,raw,watch,sub-014,3,43.333333333333336
number,shallownet,raw,watch,sub-015,3,44.666666666666664
number,shallownet,raw,watch,sub-016,3,51.333333333333336
number,shallownet,raw,watch,sub-017,3,42.0
number,shallownet,raw,watch,sub-018,3,44.0
number,shallownet,raw,watch,sub-019,3,38.666666666666664
number,shallownet,raw,watch,sub-020,3,45.333333333333336
number,svm,raw,recall,sub-001,3,36.0
number,svm,raw,recall,sub-002,3,35.333333333333336
number,svm,raw,recall,sub-003,3,38.0
number,svm,raw,recall,sub-004,3,34.666666666666664
number,svm,raw,recall,sub-005,3,42.0
number,svm,raw,recall,sub-006,3,42.666666666666664
number,svm,raw,recall,sub-007,3,32.0
number,svm,raw,recall,sub-008,3,34.0
number,svm,raw,recall,sub-009,3,40.0
number,svm,raw,recall,sub-010,3,32.0
number,svm,raw,recall,sub-011,3,31.333333333333332
number,svm,raw,recall,sub-012,3,32.0
number,svm,raw,recall,sub-013,3,36.0
number,svm,raw,recall,sub-014,3,40.666666666666664
number,svm,raw,recall,sub-015,3,36.0
number,svm,raw,recall,sub-016,3,35.333333333333336
number,svm,raw,recall,sub-017,3,40.0
number,svm,raw,recall,sub-018,3,29.333333333333332
number,svm,raw,recall,sub-019,3,42.666666666666664
number,svm,raw,recall,sub-020,3,38.666666666666664
number,svm,raw,watch,sub-001,3,36.0
number,svm,raw,watch,sub-002,3,37.333333333333336
number,svm,raw,watch,sub-003,3,34.0
number,svm,raw,watch,sub-004,3,36.666666666666664
number,svm,raw,watch,sub-005,3,38.0
number,svm,raw,watch,sub-006,3,38.0
number,svm,raw,watch,sub-007,3,40.0
number,svm,raw,watch,sub-008,3,32.666666666666664
number,svm,raw,watch,sub-009,3,33.333333333333336
number,svm,raw,watch,sub-010,3,37.333333333333336
number,svm,raw,watch,sub-011,3,34.666666666666664
number,svm,raw,watch,sub-012,3,42.0
number,svm,raw,watch,sub-013,3,38.0
number,svm,raw,watch,sub-014,3,40.0
number,svm,raw,watch,sub-015,3,36.666666666666664
number,svm,raw,watch,sub-016,3,39.333333333333336
number,svm,raw,watch,sub-017,3,33.333333333333336
number,svm,raw,watch,sub-018,3,36.0
number,svm,raw,watch,sub-019,3,32.0
number,svm,raw,watch,sub-020,3,33.333333333333336
number,tsconv,raw,recall,sub-001,3,44.666666666666664
number,tsconv,raw,recall,sub-002,3,46.666666666666664
number,tsconv,raw,recall,sub-003,3,40.666666666666664
number,tsconv,raw,recall,sub-004,3,44.0
number,tsconv,raw,recall,sub-005,3,48.0
number,tsconv,raw,recall,sub-006,3,44.0
number,tsconv,raw,recall,sub-007,3,52.666666666666664
number,tsconv,raw,recall,sub-008,3,39.333333333333336
number,tsconv,raw,recall,sub-009,3,47.333333333333336
number,tsconv,raw,recall,sub-010,3,46.666666666666664
number,tsconv,raw,recall,sub-011,3,46.0
number,tsconv,raw,recall,sub-012,3,38.666666666666664
number,tsconv,raw,recall,sub-013,3,42.0
number,tsconv,raw,recall,sub-014,3,40.666666666666664
number,tsconv,raw,recall,sub-015,3,42.666666666666664
number,tsconv,raw,recall,sub-016,3,45.333333333333336
number,tsconv,raw,recall,sub-017,3,49.333333333333336
number,tsconv,raw,recall,sub-018,3,40.0
number,tsconv,raw,recall,sub-019,3,42.666666666666664
number,tsconv,raw,recall,sub-020,3,42.0
number,tsconv,raw,watch,sub-001,3,50.0
number,tsconv,raw,watch,sub-002,3,48.0
number,tsconv,raw,watch,sub-003,3,44.666666666666664
number,tsconv,raw,watch,sub-004,3,44.0
number,tsconv,raw,watch,sub-005,3,42.0
number,tsconv,raw,watch,sub-006,3,49.333333333333336
number,tsconv,raw,watch,sub-007,3,44.666666666666664
number,tsconv,raw,watch,sub-008,3,43.333333333333336
number,tsconv,raw,watch,sub-009,3,50.666666666666664
number,tsconv,raw,watch,sub-010,3,42.666666666666664
number,tsconv,raw,watch,sub-011,3,44.666666666666664
number,tsconv,raw,watch,sub-012,3,47.333333333333336
number,tsconv,raw,watch,sub-013,3,44.0
number,tsconv,raw,watch,sub-014,3,44.0
number,tsconv,raw,watch,sub-015,3,44.0
number,tsconv,raw,watch,sub-016,3,49.333333333333336
number,tsconv,raw,watch,sub-017,3,48.0
number,tsconv,raw,watch,sub-018,3,44.0
number,tsconv,raw,watch,sub-019,3,40.666666666666664
number,tsconv,raw,watch,sub-020,3,45.333333333333336
state,GCN_LSTM,raw,full,sub-001,3,95.66666666666667
state,GCN_LSTM,raw,full,sub-002,3,99.33333333333333
state,GCN_LSTM,raw,full,sub-003,3,95.66666666666667
state,GCN_LSTM,raw,full,sub-004,3,96.66666666666667
state,GCN_LSTM,raw,full,sub-005,3,87.66666666666667
state,GCN_LSTM,raw,full,sub-006,3,97.33333333333333
state,GCN_LSTM,raw,full,sub-007,3,97.33333333333333
state,GCN_LSTM,raw,full,sub-008,3,95.33333333333333
state,GCN_LSTM,raw,full,sub-009,3,91.0
state,GCN_LSTM,raw,full,sub-010,3,98.66666666666667
state,GCN_LSTM,raw,full,sub-011,3,96.0
state,GCN_LSTM,raw,full,sub-012,3,99.33333333333333
state,GCN_LSTM,raw,full,sub-013,3,96.0
state,GCN_LSTM,raw,full,sub-014,3,95.33333333333333
state,GCN_LSTM,raw,full,sub-015,3,90.33333333333333
state,GCN_LSTM,raw,full,sub-016,3,94.0
state,GCN_LSTM,raw,full,sub-017,3,98.33333333333333
state,GCN_LSTM,raw,full,sub-018,3,98.33333333333333
state,GCN_LSTM,raw,full,sub-019,3,90.0
state,GCN_LSTM,raw,full,sub-020,3,98.0
state,GCN_LSTM,raw,without_alpha,sub-001,3,93.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-002,3,98.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-003,3,96.0
state,GCN_LSTM,raw,without_alpha,sub-004,3,93.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-005,3,94.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-006,3,97.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-007,3,93.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-008,3,95.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-009,3,95.0
state,GCN_LSTM,raw,without_alpha,sub-010,3,95.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-011,3,95.0
state,GCN_LSTM,raw,without_alpha,sub-012,3,99.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-013,3,95.0
state,GCN_LSTM,raw,without_alpha,sub-014,3,96.0
state,GCN_LSTM,raw,without_alpha,sub-015,3,93.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-016,3,97.0
state,GCN_LSTM,raw,without_alpha,sub-017,3,96.66666666666667
state,GCN_LSTM,raw,without_alpha,sub-018,3,93.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-019,3,95.33333333333333
state,GCN_LSTM,raw,without_alpha,sub-020,3,97.0
state,conformer,raw,full,sub-001,3,97.0
state,conformer,raw,full,sub-002,3,97.33333333333333
state,conformer,raw,full,sub-003,3,97.33333333333333
state,conformer,raw,full,sub-004,3,99.33333333333333
state,conformer,raw,full,sub-005,3,93.33333333333333
state,conformer,raw,full,sub-006,3,95.0
state,conformer,raw,full,sub-007,3,96.33333333333333
state,conformer,raw,full,sub-008,3,85.33333333333333
state,conformer,raw,full,sub-009,3,96.0
state,conformer,raw,full,sub-010,3,98.33333333333333
state,conformer,raw,full,sub-011,3,92.66666666666667
state,conformer,raw,full,sub-012,3,97.33333333333333
state,conformer,raw,full,sub-013,3,94.66666666666667
state,conformer,raw,full,sub-014,3,95.0
state,conformer,raw,full,sub-015,3,96.66666666666667
state,conformer,raw,full,sub-016,3,88.66666666666667
state,conformer,raw,full,sub-017,3,91.0
state,conformer,raw,full,sub-018,3,97.33333333333333
state,conformer,raw,full,sub-019,3,94.33333333333333
state,conformer,raw,full,sub-020,3,98.33333333333333
state,conformer,raw,without_alpha,sub-001,3,95.66666666666667
state,conformer,raw,without_alpha,sub-002,3,92.66666666666667
state,conformer,raw,without_alpha,sub-003,3,96.0
state,conformer,raw,without_alpha,sub-004,3,98.33333333333333
state,conformer,raw,without_alpha,sub-005,3,94.33333333333333
state,conformer,raw,without_alpha,sub-006,3,94.33333333333333
state,conformer,raw,without_alpha,sub-007,3,98.33333333333333
state,conformer,raw,without_alpha,sub-008,3,84.33333333333333
state,conformer,raw,without_alpha,sub-009,3,97.33333333333333
state,conformer,raw,without_alpha,sub-010,3,98.0
state,conformer,raw,without_alpha,sub-011,3,94.33333333333333
state,conformer,raw,without_alpha,sub-012,3,93.66666666666667
state,conformer,raw,without_alpha,sub-013,3,94.66666666666667
state,conformer,raw,without_alpha,sub-014,3,95.66666666666667
state,conformer,raw,without_alpha,sub-015,3,93.66666666666667
state,conformer,raw,without_alpha,sub-016,3,89.66666666666667
state,conformer,raw,without_alpha,sub-017,3,87.33333333333333
state,conformer,raw,without_alpha,sub-018,3,91.33333333333333
state,conformer,raw,without_alpha,sub-019,3,91.0
state,conformer,raw,without_alpha,sub-020,3,97.0
state,deepnet,raw,full,sub-001,3,87.66666666666667
state,deepnet,raw,full,sub-002,3,94.33333333333333
state,deepnet,raw,full,sub-003,3,78.0
state,deepnet,raw,full,sub-004,3,89.66666666666667
state,deepnet,raw,full,sub-005,3,78.66666666666667
state,deepnet,raw,full,sub-006,3,83.33333333333333
state,deepnet,raw,full,sub-007,3,81.33333333333333
state,deepnet,raw,full,sub-008,3,84.33333333333333
state,deepnet,raw,full,sub-009,3,88.33333333333333
